Timestamp,Host,Process,PID,Message
2025-06-12T11:25:01.965370+05:30,zero,CRON,65975,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T11:25:01.970314+05:30,zero,CRON,65975,pam_unix(cron:session): session closed for user root
2025-06-12T11:30:01.987725+05:30,zero,CRON,66921,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T11:30:01.996471+05:30,zero,CRON,66921,pam_unix(cron:session): session closed for user root
2025-06-12T11:35:02.015536+05:30,zero,CRON,68163,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T11:35:02.027272+05:30,zero,CRON,68163,pam_unix(cron:session): session closed for user root
2025-06-12T11:45:01.423403+05:30,zero,CRON,70611,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T11:45:01.431549+05:30,zero,CRON,70611,pam_unix(cron:session): session closed for user root
2025-06-12T11:55:01.459277+05:30,zero,CRON,72321,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T11:55:01.465346+05:30,zero,CRON,72321,pam_unix(cron:session): session closed for user root
2025-06-12T12:00:01.483788+05:30,zero,CRON,72897,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T12:00:01.786030+05:30,zero,CRON,72897,pam_unix(cron:session): session closed for user root
2025-06-12T12:05:01.814523+05:30,zero,CRON,73609,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T12:05:01.831690+05:30,zero,CRON,73609,pam_unix(cron:session): session closed for user root
2025-06-12T12:15:01.852457+05:30,zero,CRON,74734,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T12:15:01.861881+05:30,zero,CRON,74734,pam_unix(cron:session): session closed for user root
2025-06-12T12:17:01.877985+05:30,zero,CRON,75145,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T12:17:01.884598+05:30,zero,CRON,75145,pam_unix(cron:session): session closed for user root
2025-06-12T12:25:01.912091+05:30,zero,CRON,76282,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T12:25:01.921308+05:30,zero,CRON,76282,pam_unix(cron:session): session closed for user root
2025-06-12T12:28:11.140716+05:30,zero,sudo,-,zero : PWD=/home/zero ; USER=root ; COMMAND=/usr/bin/mint-refresh-cache
2025-06-12T12:28:11.149992+05:30,zero,sudo,-,pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1000)
2025-06-12T12:28:18.797261+05:30,zero,sudo,-,pam_unix(sudo:session): session closed for user root
2025-06-12T12:29:11.026754+05:30,zero,sudo,-,zero : PWD=/home/zero ; USER=root ; COMMAND=/usr/bin/mint-refresh-cache
2025-06-12T12:29:11.028369+05:30,zero,sudo,-,pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1000)
2025-06-12T12:29:14.187233+05:30,zero,sudo,-,pam_unix(sudo:session): session closed for user root
2025-06-12T12:30:01.935560+05:30,zero,CRON,78412,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T12:30:01.942423+05:30,zero,CRON,78412,pam_unix(cron:session): session closed for user root
2025-06-12T12:35:01.968268+05:30,zero,CRON,79636,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T12:35:02.003870+05:30,zero,CRON,79636,pam_unix(cron:session): session closed for user root
2025-06-12T12:45:01.053966+05:30,zero,CRON,80541,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T12:45:01.111483+05:30,zero,CRON,80541,pam_unix(cron:session): session closed for user root
2025-06-12T12:55:01.092726+05:30,zero,CRON,82258,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T12:55:01.125148+05:30,zero,CRON,82258,pam_unix(cron:session): session closed for user root
2025-06-12T13:00:01.139920+05:30,zero,CRON,84431,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T13:00:01.546305+05:30,zero,CRON,84431,pam_unix(cron:session): session closed for user root
2025-06-12T13:05:01.579590+05:30,zero,CRON,86247,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T13:05:01.638959+05:30,zero,CRON,86247,pam_unix(cron:session): session closed for user root
2025-06-12T13:15:01.627671+05:30,zero,CRON,87595,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T13:15:01.653366+05:30,zero,CRON,87595,pam_unix(cron:session): session closed for user root
2025-06-12T13:17:01.647982+05:30,zero,CRON,87934,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T13:17:01.667534+05:30,zero,CRON,87934,pam_unix(cron:session): session closed for user root
2025-06-12T13:25:01.700798+05:30,zero,CRON,90582,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T13:25:01.741202+05:30,zero,CRON,90582,pam_unix(cron:session): session closed for user root
2025-06-12T13:30:01.715020+05:30,zero,CRON,91273,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T13:30:01.733594+05:30,zero,CRON,91273,pam_unix(cron:session): session closed for user root
2025-06-12T13:35:01.750057+05:30,zero,CRON,92859,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T13:35:01.811579+05:30,zero,CRON,92859,pam_unix(cron:session): session closed for user root
2025-06-12T13:45:01.776015+05:30,zero,CRON,94122,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T13:45:01.784132+05:30,zero,CRON,94122,pam_unix(cron:session): session closed for user root
2025-06-12T13:55:02.754948+05:30,zero,CRON,95356,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T13:55:02.777881+05:30,zero,CRON,95356,pam_unix(cron:session): session closed for user root
2025-06-12T14:00:01.792767+05:30,zero,CRON,96433,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T14:01:28.486337+05:30,zero,CRON,96433,pam_unix(cron:session): session closed for user root
2025-06-12T14:04:41.275334+05:30,zero,polkitd,1204,"Registered Authentication Agent for unix-process:97504:23823569 (system bus name :1.1156 [flatpak install flathub com.obsproject.Studio], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_IN)"
2025-06-12T14:05:01.544889+05:30,zero,CRON,97599,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T14:05:01.552075+05:30,zero,CRON,97599,pam_unix(cron:session): session closed for user root
2025-06-12T14:06:56.093884+05:30,zero,polkitd,1204,"Unregistered Authentication Agent for unix-process:97504:23823569 (system bus name :1.1156, object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_IN)"
2025-06-12T14:15:01.581923+05:30,zero,CRON,100632,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T14:15:01.608806+05:30,zero,CRON,100632,pam_unix(cron:session): session closed for user root
2025-06-12T14:17:01.608711+05:30,zero,CRON,100866,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T14:17:01.615386+05:30,zero,CRON,100866,pam_unix(cron:session): session closed for user root
2025-06-12T14:25:01.642803+05:30,zero,CRON,104436,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T14:25:01.692102+05:30,zero,CRON,104436,pam_unix(cron:session): session closed for user root
2025-06-12T14:28:11.218544+05:30,zero,sudo,-,zero : PWD=/home/zero ; USER=root ; COMMAND=/usr/bin/mint-refresh-cache
2025-06-12T14:28:11.228185+05:30,zero,sudo,-,pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1000)
2025-06-12T14:28:22.934810+05:30,zero,sudo,-,pam_unix(sudo:session): session closed for user root
2025-06-12T14:29:11.082936+05:30,zero,sudo,-,zero : PWD=/home/zero ; USER=root ; COMMAND=/usr/bin/mint-refresh-cache
2025-06-12T14:29:11.085369+05:30,zero,sudo,-,pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1000)
2025-06-12T14:29:13.806801+05:30,zero,sudo,-,pam_unix(sudo:session): session closed for user root
2025-06-12T14:30:01.675363+05:30,zero,CRON,107795,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T14:30:01.684772+05:30,zero,CRON,107795,pam_unix(cron:session): session closed for user root
2025-06-12T14:35:01.699654+05:30,zero,CRON,108578,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T14:35:01.704646+05:30,zero,CRON,108578,pam_unix(cron:session): session closed for user root
2025-06-12T14:45:01.726451+05:30,zero,CRON,111417,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T14:45:01.732831+05:30,zero,CRON,111417,pam_unix(cron:session): session closed for user root
2025-06-12T14:55:01.743129+05:30,zero,CRON,113761,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T14:55:01.746934+05:30,zero,CRON,113761,pam_unix(cron:session): session closed for user root
2025-06-12T15:00:01.754964+05:30,zero,CRON,114288,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T15:00:02.010464+05:30,zero,CRON,114288,pam_unix(cron:session): session closed for user root
2025-06-12T15:05:01.018721+05:30,zero,CRON,114870,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T15:05:01.023599+05:30,zero,CRON,114870,pam_unix(cron:session): session closed for user root
2025-06-12T15:15:01.035311+05:30,zero,CRON,116840,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T15:15:01.040410+05:30,zero,CRON,116840,pam_unix(cron:session): session closed for user root
2025-06-12T15:17:01.046577+05:30,zero,CRON,117266,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T15:17:01.051815+05:30,zero,CRON,117266,pam_unix(cron:session): session closed for user root
2025-06-12T15:21:03.929640+05:30,zero,sudo,-,zero : TTY=pts/5 ; PWD=/home/zero ; USER=root ; COMMAND=/usr/local/bin/apt install simplescreenrecorder
2025-06-12T15:21:03.930541+05:30,zero,sudo,-,pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1000)
2025-06-12T15:21:20.097554+05:30,zero,sudo,-,pam_unix(sudo:session): session closed for user root
2025-06-12T15:22:41.799979+05:30,zero,sudo,-,zero : PWD=/home/zero ; USER=root ; COMMAND=/usr/lib/linuxmint/mintUpdate/dpkg_lock_check.sh
2025-06-12T15:22:41.802468+05:30,zero,sudo,-,pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1000)
2025-06-12T15:22:41.987300+05:30,zero,sudo,-,pam_unix(sudo:session): session closed for user root
2025-06-12T15:25:01.058186+05:30,zero,CRON,118814,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T15:25:01.062935+05:30,zero,CRON,118814,pam_unix(cron:session): session closed for user root
2025-06-12T15:30:01.074439+05:30,zero,CRON,120076,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T15:30:01.078437+05:30,zero,CRON,120076,pam_unix(cron:session): session closed for user root
2025-06-12T15:35:01.088597+05:30,zero,CRON,120981,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T15:35:01.092274+05:30,zero,CRON,120981,pam_unix(cron:session): session closed for user root
2025-06-12T15:45:01.112524+05:30,zero,CRON,122628,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T15:45:01.121006+05:30,zero,CRON,122628,pam_unix(cron:session): session closed for user root
2025-06-12T15:55:01.127098+05:30,zero,CRON,124200,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T15:55:01.130890+05:30,zero,CRON,124200,pam_unix(cron:session): session closed for user root
2025-06-12T16:00:01.140198+05:30,zero,CRON,125124,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T16:00:01.356867+05:30,zero,CRON,125124,pam_unix(cron:session): session closed for user root
2025-06-12T16:05:01.370843+05:30,zero,CRON,125770,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T16:05:01.374969+05:30,zero,CRON,125770,pam_unix(cron:session): session closed for user root
2025-06-12T16:15:01.387115+05:30,zero,CRON,127945,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T16:15:01.391029+05:30,zero,CRON,127945,pam_unix(cron:session): session closed for user root
2025-06-12T16:17:01.398193+05:30,zero,CRON,128224,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T16:17:01.405729+05:30,zero,CRON,128224,pam_unix(cron:session): session closed for user root
2025-06-12T16:25:01.411456+05:30,zero,CRON,129284,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T16:25:01.414588+05:30,zero,CRON,129284,pam_unix(cron:session): session closed for user root
2025-06-12T16:28:11.171821+05:30,zero,sudo,-,zero : PWD=/home/zero ; USER=root ; COMMAND=/usr/bin/mint-refresh-cache
2025-06-12T16:28:11.176284+05:30,zero,sudo,-,pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1000)
2025-06-12T16:28:22.876625+05:30,zero,sudo,-,pam_unix(sudo:session): session closed for user root
2025-06-12T16:29:11.123907+05:30,zero,sudo,-,zero : PWD=/home/zero ; USER=root ; COMMAND=/usr/bin/mint-refresh-cache
2025-06-12T16:29:11.125725+05:30,zero,sudo,-,pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1000)
2025-06-12T16:29:13.339854+05:30,zero,sudo,-,pam_unix(sudo:session): session closed for user root
2025-06-12T16:30:01.424146+05:30,zero,CRON,131483,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T16:30:01.427698+05:30,zero,CRON,131483,pam_unix(cron:session): session closed for user root
2025-06-12T16:35:01.436163+05:30,zero,CRON,132052,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T16:35:01.440999+05:30,zero,CRON,132052,pam_unix(cron:session): session closed for user root
2025-06-12T16:45:01.450473+05:30,zero,CRON,133129,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T16:45:01.455144+05:30,zero,CRON,133129,pam_unix(cron:session): session closed for user root
2025-06-12T16:55:01.469486+05:30,zero,CRON,134381,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T16:55:01.474006+05:30,zero,CRON,134381,pam_unix(cron:session): session closed for user root
2025-06-12T17:00:01.481086+05:30,zero,CRON,134944,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T17:00:01.687419+05:30,zero,CRON,134944,pam_unix(cron:session): session closed for user root
2025-06-12T17:05:01.696142+05:30,zero,CRON,135632,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T17:05:01.700458+05:30,zero,CRON,135632,pam_unix(cron:session): session closed for user root
2025-06-12T17:13:38.486918+05:30,zero,systemd-logind,1105,Lid closed.
2025-06-12T17:13:38.494002+05:30,zero,systemd-logind,1105,Suspending...
2025-06-12T17:16:24.242684+05:30,zero,dbus-daemon,1082,"[system] Rejected send message, 0 matched rules; type=""error"", sender="":1.45"" (uid=1000 pid=2021 comm=""/usr/bin/wireplumber"" label=""unconfined"") interface=""(unset)"" member=""(unset)"" error name=""org.bluez.MediaEndpoint1.Error.NotImplemented"" requested_reply=""0"" destination="":1.2"" (uid=0 pid=1080 comm=""/usr/libexec/bluetooth/bluetoothd"" label=""unconfined"")"
2025-06-12T17:16:24.246731+05:30,zero,dbus-daemon,1082,"message repeated 18 times: [ [system] Rejected send message, 0 matched rules; type=""error"", sender="":1.45"" (uid=1000 pid=2021 comm=""/usr/bin/wireplumber"" label=""unconfined"") interface=""(unset)"" member=""(unset)"" error name=""org.bluez.MediaEndpoint1.Error.NotImplemented"" requested_reply=""0"" destination="":1.2"" (uid=0 pid=1080 comm=""/usr/libexec/bluetooth/bluetoothd"" label=""unconfined"")]"
2025-06-12T17:16:24.608574+05:30,zero,systemd-logind,1105,Operation 'suspend' finished.
2025-06-12T17:16:43.420925+05:30,zero,CRON,138860,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T17:16:43.426802+05:30,zero,CRON,138860,pam_unix(cron:session): session closed for user root
2025-06-12T17:16:50.937252+05:30,zero,systemd-logind,1105,Suspending...
2025-06-12T21:34:30.206344+05:30,zero,dbus-daemon,1082,"[system] Rejected send message, 0 matched rules; type=""error"", sender="":1.45"" (uid=1000 pid=2021 comm=""/usr/bin/wireplumber"" label=""unconfined"") interface=""(unset)"" member=""(unset)"" error name=""org.bluez.MediaEndpoint1.Error.NotImplemented"" requested_reply=""0"" destination="":1.2"" (uid=0 pid=1080 comm=""/usr/libexec/bluetooth/bluetoothd"" label=""unconfined"")"
2025-06-12T21:34:30.212640+05:30,zero,dbus-daemon,1082,"message repeated 18 times: [ [system] Rejected send message, 0 matched rules; type=""error"", sender="":1.45"" (uid=1000 pid=2021 comm=""/usr/bin/wireplumber"" label=""unconfined"") interface=""(unset)"" member=""(unset)"" error name=""org.bluez.MediaEndpoint1.Error.NotImplemented"" requested_reply=""0"" destination="":1.2"" (uid=0 pid=1080 comm=""/usr/libexec/bluetooth/bluetoothd"" label=""unconfined"")]"
2025-06-12T21:34:30.999776+05:30,zero,systemd-logind,1105,Operation 'suspend' finished.
2025-06-12T21:34:59.344841+05:30,zero,systemd-logind,1105,Suspending...
2025-06-12T21:35:33.162420+05:30,zero,systemd-logind,1105,Lid opened.
2025-06-12T21:35:33.164619+05:30,zero,dbus-daemon,1082,"[system] Rejected send message, 0 matched rules; type=""error"", sender="":1.45"" (uid=1000 pid=2021 comm=""/usr/bin/wireplumber"" label=""unconfined"") interface=""(unset)"" member=""(unset)"" error name=""org.bluez.MediaEndpoint1.Error.NotImplemented"" requested_reply=""0"" destination="":1.2"" (uid=0 pid=1080 comm=""/usr/libexec/bluetooth/bluetoothd"" label=""unconfined"")"
2025-06-12T21:35:33.165877+05:30,zero,dbus-daemon,1082,"message repeated 18 times: [ [system] Rejected send message, 0 matched rules; type=""error"", sender="":1.45"" (uid=1000 pid=2021 comm=""/usr/bin/wireplumber"" label=""unconfined"") interface=""(unset)"" member=""(unset)"" error name=""org.bluez.MediaEndpoint1.Error.NotImplemented"" requested_reply=""0"" destination="":1.2"" (uid=0 pid=1080 comm=""/usr/libexec/bluetooth/bluetoothd"" label=""unconfined"")]"
2025-06-12T21:35:33.166297+05:30,zero,CRON,139714,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T21:35:33.171083+05:30,zero,CRON,139714,pam_unix(cron:session): session closed for user root
2025-06-12T21:35:33.773898+05:30,zero,systemd-logind,1105,Operation 'suspend' finished.
2025-06-12T21:36:39.376123+05:30,zero,systemd-logind,1105,Watching system buttons on /dev/input/event14 (Soundcore Life Q10 (AVRCP))
2025-06-12T21:45:01.189308+05:30,zero,CRON,141678,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T21:45:01.193620+05:30,zero,CRON,141678,pam_unix(cron:session): session closed for user root
2025-06-12T21:55:01.202933+05:30,zero,CRON,144835,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T21:55:01.206391+05:30,zero,CRON,144835,pam_unix(cron:session): session closed for user root
2025-06-12T22:00:01.213841+05:30,zero,CRON,145507,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T22:00:01.419933+05:30,zero,CRON,145507,pam_unix(cron:session): session closed for user root
2025-06-12T22:05:01.427271+05:30,zero,CRON,146789,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T22:05:01.431872+05:30,zero,CRON,146789,pam_unix(cron:session): session closed for user root
2025-06-12T22:15:01.937808+05:30,zero,CRON,148085,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T22:15:01.941948+05:30,zero,CRON,148085,pam_unix(cron:session): session closed for user root
2025-06-12T22:17:01.948783+05:30,zero,CRON,148284,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T22:17:01.955256+05:30,zero,CRON,148284,pam_unix(cron:session): session closed for user root
2025-06-12T22:25:02.170114+05:30,zero,CRON,150662,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T22:25:02.174857+05:30,zero,CRON,150662,pam_unix(cron:session): session closed for user root
2025-06-12T22:30:01.185641+05:30,zero,CRON,152405,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T22:30:01.188920+05:30,zero,CRON,152405,pam_unix(cron:session): session closed for user root
2025-06-12T22:35:01.921350+05:30,zero,CRON,153434,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T22:35:01.926183+05:30,zero,CRON,153434,pam_unix(cron:session): session closed for user root
2025-06-12T22:45:01.936030+05:30,zero,CRON,154698,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T22:45:01.939712+05:30,zero,CRON,154698,pam_unix(cron:session): session closed for user root
2025-06-12T22:49:02.738270+05:30,zero,sudo,-,zero : PWD=/home/zero ; USER=root ; COMMAND=/usr/bin/mint-refresh-cache
2025-06-12T22:49:02.741825+05:30,zero,sudo,-,pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1000)
2025-06-12T22:49:20.311997+05:30,zero,sudo,-,pam_unix(sudo:session): session closed for user root
2025-06-12T22:50:02.694721+05:30,zero,sudo,-,zero : PWD=/home/zero ; USER=root ; COMMAND=/usr/bin/mint-refresh-cache
2025-06-12T22:50:02.695486+05:30,zero,sudo,-,pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1000)
2025-06-12T22:50:05.550853+05:30,zero,sudo,-,pam_unix(sudo:session): session closed for user root
2025-06-12T22:55:01.952715+05:30,zero,CRON,160612,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T22:55:01.957774+05:30,zero,CRON,160612,pam_unix(cron:session): session closed for user root
2025-06-12T23:00:01.966451+05:30,zero,CRON,161529,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T23:00:02.163508+05:30,zero,CRON,161529,pam_unix(cron:session): session closed for user root
2025-06-12T23:05:01.172666+05:30,zero,CRON,162329,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T23:05:01.175723+05:30,zero,CRON,162329,pam_unix(cron:session): session closed for user root
2025-06-12T23:15:01.185492+05:30,zero,CRON,164790,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T23:15:01.189843+05:30,zero,CRON,164790,pam_unix(cron:session): session closed for user root
2025-06-12T23:17:01.198966+05:30,zero,CRON,165331,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T23:17:01.201170+05:30,zero,CRON,165331,pam_unix(cron:session): session closed for user root
2025-06-12T23:25:01.627269+05:30,zero,CRON,166547,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T23:25:01.631572+05:30,zero,CRON,166547,pam_unix(cron:session): session closed for user root
2025-06-12T23:30:01.638782+05:30,zero,CRON,167319,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T23:30:01.641578+05:30,zero,CRON,167319,pam_unix(cron:session): session closed for user root
2025-06-12T23:35:01.649703+05:30,zero,CRON,168341,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T23:35:01.652166+05:30,zero,CRON,168341,pam_unix(cron:session): session closed for user root
2025-06-12T23:45:01.661767+05:30,zero,CRON,169161,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T23:45:01.666932+05:30,zero,CRON,169161,pam_unix(cron:session): session closed for user root
2025-06-12T23:55:01.676183+05:30,zero,CRON,171079,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T23:55:01.680230+05:30,zero,CRON,171079,pam_unix(cron:session): session closed for user root
2025-06-12T23:59:01.688278+05:30,zero,CRON,172168,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-12T23:59:01.692485+05:30,zero,CRON,172168,pam_unix(cron:session): session closed for user root
2025-06-13T00:00:01.702801+05:30,zero,CRON,172327,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-13T00:00:01.929568+05:30,zero,CRON,172327,pam_unix(cron:session): session closed for user root
2025-06-13T00:05:01.948088+05:30,zero,CRON,173796,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-13T00:05:01.953431+05:30,zero,CRON,173796,pam_unix(cron:session): session closed for user root
2025-06-13T00:15:01.962706+05:30,zero,CRON,176027,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-13T00:15:01.965904+05:30,zero,CRON,176027,pam_unix(cron:session): session closed for user root
2025-06-13T00:17:01.973450+05:30,zero,CRON,176497,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-13T00:17:01.980123+05:30,zero,CRON,176497,pam_unix(cron:session): session closed for user root
2025-06-13T00:25:02.002451+05:30,zero,CRON,178883,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-13T00:25:02.006915+05:30,zero,CRON,178883,pam_unix(cron:session): session closed for user root
2025-06-13T00:35:01.023625+05:30,zero,CRON,180535,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-13T00:35:01.028766+05:30,zero,CRON,180535,pam_unix(cron:session): session closed for user root
2025-06-13T00:45:01.045890+05:30,zero,CRON,182199,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-13T00:45:01.051125+05:30,zero,CRON,182199,pam_unix(cron:session): session closed for user root
2025-06-13T00:49:03.231035+05:30,zero,sudo,-,zero : PWD=/home/zero ; USER=root ; COMMAND=/usr/bin/mint-refresh-cache
2025-06-13T00:49:03.247491+05:30,zero,sudo,-,pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1000)
2025-06-13T00:49:10.595379+05:30,zero,sudo,-,pam_unix(sudo:session): session closed for user root
2025-06-13T00:50:03.177990+05:30,zero,sudo,-,zero : PWD=/home/zero ; USER=root ; COMMAND=/usr/bin/mint-refresh-cache
2025-06-13T00:50:03.179202+05:30,zero,sudo,-,pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1000)
2025-06-13T00:50:46.563481+05:30,zero,sudo,-,pam_unix(sudo:session): session closed for user root
2025-06-13T00:55:01.064714+05:30,zero,CRON,184567,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-13T00:55:01.069737+05:30,zero,CRON,184567,pam_unix(cron:session): session closed for user root
2025-06-13T01:00:01.077622+05:30,zero,CRON,184976,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-13T01:00:01.280079+05:30,zero,CRON,184976,pam_unix(cron:session): session closed for user root
2025-06-13T01:05:01.771126+05:30,zero,CRON,185466,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-13T01:05:01.774763+05:30,zero,CRON,185466,pam_unix(cron:session): session closed for user root
2025-06-13T01:15:01.250385+05:30,zero,CRON,187935,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-13T01:15:01.254240+05:30,zero,CRON,187935,pam_unix(cron:session): session closed for user root
2025-06-13T01:17:01.262500+05:30,zero,CRON,188167,pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0)
2025-06-13T01:17:01.269016+05:30,zero,CRON,188167,pam_unix(cron:session): session closed for user root
2025-06-13T01:18:28.391324+05:30,zero,systemd-logind,1105,Lid closed.
2025-06-13T01:18:28.396549+05:30,zero,systemd-logind,1105,Suspending...
2025-06-13T01:19:06.386715+05:30,zero,systemd-logind,1105,Lid opened.
2025-06-13T01:19:06.843570+05:30,zero,systemd-logind,1105,Operation 'suspend' finished.
