source_ip,user,event_type,timestamp,attempts_in_30s,unique_users_in_30s,invalid_user,success_after_fail,bruteforce
10.0.63.117,user,success,2025-06-20 18:16:46.344434,11,3,1,1,1
10.0.14.154,guest,failed,2025-06-20 18:32:31.345624,7,4,1,0,1
192.168.156.205,bob,failed,2025-06-20 18:58:23.336047,2,2,0,0,0
192.168.5.100,alice,success,2025-06-20 18:46:26.339239,2,2,0,1,0
10.0.127.111,test,failed,2025-06-20 18:33:30.346711,6,2,1,0,1
10.0.183.40,admin,failed,2025-06-20 19:09:23.346411,6,2,1,0,1
10.0.174.213,test,failed,2025-06-20 18:39:15.344227,13,2,0,0,1
10.0.108.124,guest,failed,2025-06-20 18:40:17.342977,8,3,1,0,1
192.168.251.21,admin,success,2025-06-20 19:07:32.338430,1,1,0,1,0
192.168.149.185,admin,failed,2025-06-20 18:30:05.337449,1,1,0,0,0
192.168.2.156,admin,success,2025-06-20 18:26:10.340439,2,2,0,1,0
192.168.136.131,bob,success,2025-06-20 19:02:55.336517,2,1,0,1,0
192.168.231.155,alice,success,2025-06-20 19:02:49.339502,3,1,0,1,0
192.168.76.33,bob,success,2025-06-20 18:59:41.338338,3,1,0,1,0
10.0.152.64,root,failed,2025-06-20 18:19:34.346224,13,3,1,0,1
192.168.144.106,admin,failed,2025-06-20 18:47:58.337392,3,1,0,0,0
10.0.73.45,admin,failed,2025-06-20 18:27:49.343043,10,2,0,0,1
192.168.13.73,admin,success,2025-06-20 18:50:43.337033,2,1,0,1,0
10.0.136.116,test,failed,2025-06-20 18:28:03.345209,12,3,1,0,1
10.0.82.25,admin,failed,2025-06-20 18:25:16.346765,9,5,1,0,1
192.168.12.63,admin,success,2025-06-20 18:51:39.335711,2,1,0,1,0
10.0.126.178,test,failed,2025-06-20 18:56:43.346365,9,3,0,0,1
10.0.159.114,root,failed,2025-06-20 18:34:08.345512,9,2,1,0,1
10.0.49.11,guest,failed,2025-06-20 18:45:26.345331,11,5,0,0,1
192.168.24.87,admin,failed,2025-06-20 18:58:01.338399,3,1,0,0,0
10.0.46.72,admin,failed,2025-06-20 18:48:30.346477,7,4,1,0,1
10.0.172.152,guest,failed,2025-06-20 18:45:13.347406,15,4,1,0,1
10.0.155.193,admin,failed,2025-06-20 18:44:17.344609,6,3,1,0,1
10.0.237.36,root,failed,2025-06-20 18:48:45.344728,12,4,0,0,1
192.168.138.39,bob,failed,2025-06-20 18:14:51.341076,3,2,0,0,0
192.168.131.236,bob,success,2025-06-20 19:05:05.338033,3,1,0,1,0
10.0.46.245,admin,failed,2025-06-20 18:12:47.345996,11,4,1,0,1
10.0.242.80,root,failed,2025-06-20 18:34:16.344664,5,5,1,0,1
192.168.36.149,bob,success,2025-06-20 19:08:49.340293,2,2,0,1,0
192.168.209.49,charlie,failed,2025-06-20 18:59:31.338660,2,1,0,0,0
10.0.208.192,admin,failed,2025-06-20 18:57:55.344557,6,5,1,0,1
192.168.123.119,admin,success,2025-06-20 18:34:25.339325,2,1,0,1,0
10.0.231.208,test,failed,2025-06-20 19:05:38.345137,11,3,1,0,1
10.0.9.67,user,failed,2025-06-20 18:22:11.346644,9,4,1,0,1
10.0.225.136,root,failed,2025-06-20 18:51:22.345900,15,5,1,0,1
192.168.186.102,admin,success,2025-06-20 18:11:56.338219,1,1,0,1,0
192.168.239.91,charlie,success,2025-06-20 18:47:29.340084,2,1,0,1,0
192.168.35.88,admin,success,2025-06-20 18:34:27.338763,3,2,0,1,0
192.168.204.230,alice,failed,2025-06-20 18:38:25.341560,1,1,0,0,0
10.0.54.239,user,failed,2025-06-20 18:57:39.343677,15,4,0,0,1
10.0.144.225,admin,failed,2025-06-20 18:36:02.346376,15,4,0,0,1
192.168.188.253,charlie,success,2025-06-20 18:37:09.337005,2,1,0,1,0
192.168.104.5,bob,failed,2025-06-20 18:25:14.338769,1,1,0,0,0
192.168.57.33,bob,failed,2025-06-20 18:56:54.341577,3,2,1,0,0
192.168.156.174,admin,success,2025-06-20 18:12:18.336879,3,1,0,1,0
192.168.242.181,charlie,success,2025-06-20 18:49:07.340663,3,2,0,1,0
192.168.80.233,charlie,success,2025-06-20 18:42:48.339850,3,2,0,1,0
192.168.68.56,alice,success,2025-06-20 18:14:03.338021,2,1,1,1,0
10.0.38.122,user,failed,2025-06-20 18:11:25.342375,15,3,1,0,1
10.0.211.212,user,failed,2025-06-20 19:00:21.347961,11,3,1,0,1
192.168.182.54,admin,success,2025-06-20 19:04:23.337667,3,1,0,1,0
10.0.240.109,admin,failed,2025-06-20 18:19:46.341990,14,5,0,0,1
10.0.119.7,root,failed,2025-06-20 18:53:32.343307,12,3,1,0,1
192.168.41.107,admin,success,2025-06-20 18:16:12.339163,1,1,0,1,0
192.168.94.228,bob,success,2025-06-20 18:25:50.340121,1,1,0,1,0
10.0.67.56,user,failed,2025-06-20 18:27:44.346521,10,4,1,0,1
192.168.230.75,bob,success,2025-06-20 19:04:31.341401,3,2,0,1,0
192.168.171.136,charlie,failed,2025-06-20 19:01:29.335734,1,1,0,0,0
10.0.243.168,test,failed,2025-06-20 19:09:19.344402,5,2,0,0,1
192.168.63.207,admin,success,2025-06-20 18:30:14.336993,3,2,0,1,0
192.168.144.227,admin,success,2025-06-20 18:52:18.335614,1,1,0,1,0
192.168.114.162,charlie,success,2025-06-20 19:04:17.336615,3,2,0,1,0
10.0.173.21,admin,failed,2025-06-20 18:10:24.346678,7,5,1,0,1
192.168.243.199,bob,success,2025-06-20 18:53:38.339590,3,2,0,1,0
192.168.214.63,admin,success,2025-06-20 18:47:31.337455,1,1,0,1,0
10.0.174.228,guest,failed,2025-06-20 18:57:34.344120,7,5,1,0,1
192.168.198.96,admin,success,2025-06-20 18:43:09.339203,3,2,1,1,0
10.0.150.99,root,failed,2025-06-20 18:17:11.344307,14,4,1,0,1
10.0.240.112,test,failed,2025-06-20 19:00:55.346749,5,4,1,0,1
10.0.192.171,root,failed,2025-06-20 18:50:49.343851,15,5,1,0,1
10.0.162.251,guest,success,2025-06-20 18:30:07.342546,5,3,0,1,1
10.0.136.122,user,failed,2025-06-20 18:24:15.341871,14,4,1,0,1
10.0.161.185,user,failed,2025-06-20 18:26:39.343927,13,4,1,0,1
192.168.244.89,charlie,success,2025-06-20 18:21:19.338056,1,1,0,1,0
10.0.133.199,guest,failed,2025-06-20 18:42:59.345302,5,4,1,0,1
10.0.110.87,test,failed,2025-06-20 18:56:28.343731,9,5,1,0,1
192.168.252.167,alice,failed,2025-06-20 18:17:45.339182,3,2,0,0,0
10.0.88.137,test,failed,2025-06-20 18:37:01.347684,14,5,0,0,1
10.0.64.251,guest,failed,2025-06-20 19:02:45.347794,6,5,0,0,1
10.0.32.141,test,failed,2025-06-20 18:14:32.342668,8,3,0,0,1
192.168.149.152,charlie,success,2025-06-20 19:01:33.341679,2,2,0,1,0
192.168.69.161,admin,success,2025-06-20 18:35:32.337890,1,1,0,1,0
10.0.120.191,user,failed,2025-06-20 18:39:42.345025,6,4,0,0,1
192.168.127.198,bob,success,2025-06-20 18:59:56.338119,2,1,0,1,0
192.168.23.112,alice,failed,2025-06-20 18:26:32.336502,1,1,0,0,0
10.0.247.179,admin,failed,2025-06-20 18:35:42.344579,8,3,1,0,1
192.168.156.21,charlie,success,2025-06-20 19:08:33.339331,2,2,0,1,0
10.0.111.62,guest,failed,2025-06-20 18:36:39.344920,14,4,1,0,1
192.168.4.134,alice,success,2025-06-20 18:11:39.339084,3,2,0,1,0
192.168.244.104,admin,success,2025-06-20 18:44:50.341685,3,2,0,1,0
10.0.218.5,test,failed,2025-06-20 18:48:03.344562,6,3,1,0,1
192.168.64.99,admin,success,2025-06-20 18:26:48.339933,2,1,0,1,0
10.0.98.131,admin,failed,2025-06-20 18:44:18.343412,10,2,1,0,1
192.168.66.171,alice,success,2025-06-20 19:04:51.336157,1,1,0,1,0
10.0.43.148,root,failed,2025-06-20 18:15:42.344106,6,2,0,0,1
192.168.180.140,admin,success,2025-06-20 18:24:58.335283,3,1,0,1,0
10.0.33.79,root,failed,2025-06-20 18:44:03.343190,13,2,1,0,1
10.0.152.121,root,failed,2025-06-20 19:03:15.347153,7,4,0,0,1
10.0.158.252,test,failed,2025-06-20 18:33:56.345692,11,3,1,0,1
192.168.62.50,charlie,success,2025-06-20 19:05:35.337513,1,1,0,1,0
10.0.103.152,root,failed,2025-06-20 18:21:07.346570,11,5,0,0,1
10.0.214.224,admin,failed,2025-06-20 18:54:57.345170,9,4,0,0,1
192.168.147.141,admin,success,2025-06-20 18:20:25.338416,2,2,0,1,0
192.168.6.24,admin,success,2025-06-20 18:44:26.337028,3,2,0,1,0
192.168.28.174,bob,success,2025-06-20 19:00:29.337733,3,1,1,1,0
192.168.14.79,alice,success,2025-06-20 18:31:43.340150,1,1,0,1,0
10.0.69.211,test,failed,2025-06-20 18:54:02.341922,10,2,1,0,1
192.168.249.37,charlie,failed,2025-06-20 18:16:17.338136,1,1,0,0,0
192.168.129.11,alice,success,2025-06-20 18:12:35.337065,2,1,0,1,0
192.168.21.70,admin,success,2025-06-20 18:55:07.336445,1,1,0,1,0
192.168.137.78,alice,failed,2025-06-20 18:11:38.341390,1,1,0,0,0
192.168.31.68,charlie,failed,2025-06-20 18:57:59.336902,1,1,0,0,0
192.168.139.239,bob,failed,2025-06-20 18:42:17.341339,3,1,0,0,0
192.168.92.247,bob,success,2025-06-20 18:40:47.338173,2,2,0,1,0
192.168.213.180,admin,success,2025-06-20 18:54:04.339221,3,2,0,1,0
192.168.198.113,alice,success,2025-06-20 18:28:32.340635,1,1,0,1,0
10.0.98.119,test,failed,2025-06-20 18:40:53.343501,13,3,1,0,1
10.0.113.58,admin,failed,2025-06-20 18:29:37.346010,9,3,1,0,1
192.168.230.170,charlie,success,2025-06-20 18:16:09.338435,1,1,0,1,0
192.168.84.173,admin,success,2025-06-20 19:02:49.339776,3,1,0,1,0
192.168.185.156,charlie,success,2025-06-20 19:03:06.337990,3,1,0,1,0
192.168.190.216,charlie,failed,2025-06-20 18:50:27.337079,3,2,0,0,0
10.0.55.223,root,failed,2025-06-20 19:01:43.344791,10,5,0,0,1
10.0.162.167,user,failed,2025-06-20 18:39:11.346917,5,4,1,0,1
10.0.247.129,guest,failed,2025-06-20 18:59:40.344694,15,3,0,0,1
192.168.80.102,admin,success,2025-06-20 18:45:49.336939,3,1,0,1,0
192.168.26.36,alice,success,2025-06-20 18:50:10.337979,3,2,0,1,0
10.0.16.131,user,failed,2025-06-20 18:53:53.344274,15,3,1,0,1
10.0.184.191,user,failed,2025-06-20 18:54:34.343812,14,2,1,0,1
192.168.181.113,charlie,success,2025-06-20 18:46:59.339990,3,1,0,1,0
192.168.97.21,bob,failed,2025-06-20 18:54:32.337312,2,2,0,0,0
192.168.129.175,admin,failed,2025-06-20 18:28:51.341311,3,1,0,0,0
192.168.151.30,charlie,success,2025-06-20 18:33:57.337771,3,2,0,1,0
10.0.120.175,admin,failed,2025-06-20 18:45:38.345342,6,2,1,0,1
192.168.171.190,bob,success,2025-06-20 18:18:05.338050,1,1,0,1,0
10.0.170.67,guest,failed,2025-06-20 18:46:11.347181,12,3,1,0,1
192.168.80.34,alice,failed,2025-06-20 18:36:07.338751,1,1,0,0,0
192.168.138.55,bob,success,2025-06-20 18:47:14.340218,2,2,1,1,0
192.168.233.35,admin,failed,2025-06-20 19:02:30.340299,1,1,0,0,0
10.0.81.217,root,failed,2025-06-20 18:53:15.344100,15,2,0,0,1
192.168.114.3,alice,success,2025-06-20 18:57:25.337950,1,1,0,1,0
10.0.108.67,admin,success,2025-06-20 18:32:46.345647,12,4,1,1,1
192.168.218.35,charlie,failed,2025-06-20 18:29:30.339861,2,1,1,0,0
10.0.222.94,user,failed,2025-06-20 19:02:32.346370,6,5,1,0,1
192.168.245.160,charlie,failed,2025-06-20 19:09:54.338846,3,1,0,0,0
192.168.237.42,charlie,success,2025-06-20 18:22:22.341370,2,2,0,1,0
10.0.4.175,guest,success,2025-06-20 19:02:31.344296,10,4,1,1,1
10.0.246.234,guest,failed,2025-06-20 18:43:48.345603,11,2,1,0,1
10.0.215.180,user,failed,2025-06-20 18:38:43.347576,10,3,0,0,1
10.0.49.249,guest,failed,2025-06-20 18:10:54.344851,7,5,1,0,1
192.168.97.108,admin,success,2025-06-20 18:33:12.336433,3,1,0,1,0
10.0.186.188,test,failed,2025-06-20 18:27:06.347581,5,2,0,0,1
10.0.20.138,root,failed,2025-06-20 19:06:44.342833,11,2,0,0,1
192.168.156.38,alice,success,2025-06-20 18:18:32.336358,3,2,0,1,0
192.168.215.102,admin,success,2025-06-20 18:22:39.337190,2,1,0,1,0
192.168.168.172,admin,success,2025-06-20 18:33:12.338959,1,1,0,1,0
10.0.100.62,admin,failed,2025-06-20 18:51:36.344705,11,2,0,0,1
10.0.83.120,admin,failed,2025-06-20 18:41:23.347195,10,5,0,0,1
10.0.53.84,guest,success,2025-06-20 18:35:17.345861,13,5,1,1,1
192.168.228.157,alice,success,2025-06-20 18:26:40.340854,3,2,0,1,0
192.168.39.156,bob,success,2025-06-20 18:32:19.337073,1,1,0,1,0
10.0.104.101,user,failed,2025-06-20 18:16:50.345246,9,3,0,0,1
10.0.114.203,admin,failed,2025-06-20 18:10:08.342065,5,2,1,0,1
10.0.211.8,user,failed,2025-06-20 18:51:24.346400,9,4,1,0,1
192.168.57.131,bob,success,2025-06-20 18:40:21.337705,2,2,0,1,0
10.0.190.236,test,success,2025-06-20 18:40:34.345966,10,2,0,1,1
192.168.12.214,bob,success,2025-06-20 18:22:07.340028,2,1,0,1,0
192.168.73.153,alice,success,2025-06-20 18:45:16.340101,2,2,1,1,0
192.168.225.63,admin,failed,2025-06-20 19:00:07.340370,1,1,0,0,0
192.168.76.67,admin,success,2025-06-20 18:37:33.338654,2,1,0,1,0
192.168.126.48,alice,success,2025-06-20 18:45:42.337469,1,1,0,1,0
192.168.109.142,admin,success,2025-06-20 18:36:11.340832,3,2,0,1,0
10.0.84.83,guest,failed,2025-06-20 18:52:43.343368,7,2,1,0,1
10.0.34.23,test,failed,2025-06-20 18:58:25.342170,13,5,0,0,1
10.0.199.5,admin,failed,2025-06-20 19:00:00.347471,11,3,1,0,1
192.168.175.109,alice,success,2025-06-20 18:36:12.335374,1,1,0,1,0
192.168.25.134,bob,success,2025-06-20 18:42:12.339938,3,1,0,1,0
192.168.54.71,alice,success,2025-06-20 18:23:09.341156,2,1,0,1,0
10.0.80.91,admin,failed,2025-06-20 18:58:12.347811,12,3,0,0,1
10.0.225.83,guest,failed,2025-06-20 18:19:26.345383,14,4,1,0,1
192.168.237.138,bob,success,2025-06-20 18:20:43.341173,3,2,1,1,0
192.168.15.60,bob,success,2025-06-20 18:11:17.338297,2,2,0,1,0
10.0.187.31,test,failed,2025-06-20 18:16:00.347800,7,3,1,0,1
192.168.119.116,alice,success,2025-06-20 18:13:49.336621,2,1,0,1,0
10.0.178.124,user,failed,2025-06-20 18:42:16.343104,12,3,1,0,1
10.0.189.126,admin,failed,2025-06-20 18:47:52.342190,9,4,1,0,1
10.0.13.240,test,failed,2025-06-20 18:29:17.342662,5,3,1,0,1
10.0.125.22,user,failed,2025-06-20 18:26:50.344232,14,2,1,0,1
192.168.90.15,bob,success,2025-06-20 18:26:50.341754,1,1,0,1,0
192.168.135.169,bob,success,2025-06-20 18:48:50.340065,3,1,0,1,0
10.0.246.14,root,failed,2025-06-20 18:31:02.346581,14,3,1,0,1
10.0.147.51,admin,failed,2025-06-20 18:24:54.347389,6,5,1,0,1
10.0.218.234,admin,failed,2025-06-20 18:41:11.346868,14,5,1,0,1
192.168.238.163,alice,success,2025-06-20 19:02:38.339012,1,1,0,1,0
192.168.78.157,alice,success,2025-06-20 18:55:31.335558,2,1,0,1,0
192.168.209.5,charlie,success,2025-06-20 18:32:32.337084,2,2,0,1,0
10.0.52.41,guest,failed,2025-06-20 18:43:31.342439,9,2,1,0,1
192.168.195.135,charlie,success,2025-06-20 18:16:47.335914,1,1,0,1,0
10.0.80.151,admin,failed,2025-06-20 18:44:14.343251,11,5,1,0,1
10.0.76.185,test,failed,2025-06-20 18:45:36.346271,11,2,1,0,1
10.0.118.231,user,failed,2025-06-20 19:01:18.346936,9,2,1,0,1
192.168.233.114,charlie,success,2025-06-20 19:08:39.335949,3,1,0,1,0
10.0.21.228,guest,failed,2025-06-20 18:42:37.345664,6,5,1,0,1
192.168.226.89,admin,failed,2025-06-20 18:27:57.338521,3,1,0,0,0
10.0.103.52,admin,failed,2025-06-20 18:33:54.347816,11,4,1,0,1
192.168.197.75,bob,success,2025-06-20 18:21:59.341044,3,2,0,1,0
192.168.99.60,admin,failed,2025-06-20 18:44:38.340241,1,1,0,0,0
192.168.170.62,bob,success,2025-06-20 19:01:37.339372,3,1,0,1,0
10.0.74.130,admin,failed,2025-06-20 18:15:45.342517,5,3,0,0,1
10.0.191.157,user,failed,2025-06-20 18:20:25.347553,8,5,1,0,1
192.168.201.193,charlie,success,2025-06-20 18:58:04.340576,3,2,0,1,0
10.0.212.84,test,failed,2025-06-20 18:23:29.342085,12,3,1,0,1
192.168.230.41,admin,success,2025-06-20 18:40:39.335740,2,2,0,1,0
10.0.193.225,root,failed,2025-06-20 18:17:23.343671,9,5,1,0,1
10.0.219.22,test,failed,2025-06-20 18:50:33.343493,7,5,1,0,1
10.0.169.230,root,failed,2025-06-20 18:22:16.343973,6,2,0,0,1
10.0.44.240,test,failed,2025-06-20 18:20:57.344717,9,2,1,0,1
192.168.228.112,bob,success,2025-06-20 18:13:35.338404,1,1,0,1,0
10.0.111.189,test,failed,2025-06-20 18:56:41.342274,15,3,1,0,1
192.168.102.163,alice,success,2025-06-20 18:56:26.338574,1,1,0,1,0
10.0.71.226,guest,failed,2025-06-20 18:29:51.343286,11,2,1,0,1
10.0.157.170,admin,failed,2025-06-20 18:32:09.347104,8,5,0,0,1
10.0.172.142,root,failed,2025-06-20 18:33:01.347883,13,5,0,0,1
10.0.100.211,root,failed,2025-06-20 18:48:13.344818,7,5,1,0,1
10.0.170.184,test,failed,2025-06-20 18:30:03.347137,9,2,0,0,1
10.0.75.93,guest,failed,2025-06-20 19:08:21.344700,14,4,1,0,1
192.168.136.33,bob,success,2025-06-20 19:06:55.337323,2,1,0,1,0
192.168.176.205,charlie,failed,2025-06-20 18:28:27.341543,1,1,0,0,0
192.168.71.24,charlie,failed,2025-06-20 18:27:01.337933,1,1,0,0,0
10.0.147.123,test,failed,2025-06-20 18:57:17.343949,15,3,1,0,1
10.0.67.250,test,failed,2025-06-20 18:11:02.345848,13,3,1,0,1
192.168.197.165,admin,success,2025-06-20 18:35:29.337303,1,1,0,1,0
192.168.1.158,charlie,success,2025-06-20 18:26:21.336793,3,1,0,1,0
10.0.195.111,test,failed,2025-06-20 18:16:23.347082,13,5,1,0,1
192.168.71.150,alice,success,2025-06-20 18:36:57.339961,1,1,0,1,0
10.0.171.98,root,failed,2025-06-20 18:51:00.347603,12,5,1,0,1
10.0.50.238,admin,failed,2025-06-20 18:39:02.344256,6,3,1,0,1
10.0.168.246,user,success,2025-06-20 18:38:46.346661,7,5,1,1,1
192.168.149.94,bob,success,2025-06-20 18:16:05.336219,1,1,0,1,0
10.0.150.1,user,failed,2025-06-20 19:09:32.345278,7,2,1,0,1
10.0.51.24,root,failed,2025-06-20 18:58:30.347678,13,3,1,0,1
192.168.189.241,bob,success,2025-06-20 19:01:20.341306,2,1,0,1,0
192.168.123.231,alice,success,2025-06-20 18:19:27.341407,3,2,0,1,0
192.168.158.148,admin,success,2025-06-20 18:23:17.340777,1,1,0,1,0
192.168.144.123,admin,success,2025-06-20 18:55:57.339067,3,2,0,1,0
192.168.62.85,charlie,success,2025-06-20 18:13:22.338923,2,1,0,1,0
10.0.45.107,admin,failed,2025-06-20 18:22:11.343275,9,5,1,0,1
10.0.213.191,root,failed,2025-06-20 18:58:41.344125,6,5,1,0,1
10.0.86.200,test,failed,2025-06-20 18:19:55.344047,6,4,1,0,1
10.0.209.97,guest,failed,2025-06-20 18:34:22.342839,15,5,1,0,1
10.0.41.70,root,failed,2025-06-20 18:45:32.344620,9,4,0,0,1
192.168.212.138,charlie,success,2025-06-20 18:48:18.337156,3,2,0,1,0
10.0.74.58,admin,failed,2025-06-20 19:00:35.345586,8,3,1,0,1
10.0.230.238,user,failed,2025-06-20 18:12:43.342201,9,3,0,0,1
192.168.59.234,charlie,success,2025-06-20 18:37:45.339232,1,1,0,1,0
192.168.75.49,alice,success,2025-06-20 18:11:26.341345,2,2,0,1,0
10.0.105.220,guest,failed,2025-06-20 18:56:23.344734,12,2,1,0,1
10.0.208.193,guest,failed,2025-06-20 18:24:42.345779,14,4,0,0,1
10.0.220.169,guest,failed,2025-06-20 18:18:20.345474,13,4,0,0,1
10.0.103.159,user,failed,2025-06-20 18:50:55.342104,8,4,0,0,1
10.0.34.223,admin,failed,2025-06-20 18:31:04.343245,6,5,0,0,1
192.168.186.174,charlie,success,2025-06-20 18:47:50.340559,2,1,0,1,0
192.168.61.185,admin,success,2025-06-20 18:50:23.341178,1,1,0,1,0
10.0.95.53,test,failed,2025-06-20 18:48:55.346026,8,2,1,0,1
10.0.121.203,guest,success,2025-06-20 18:14:21.343093,13,5,1,1,1
192.168.226.250,admin,success,2025-06-20 18:38:00.340311,2,1,0,1,0
192.168.172.168,bob,success,2025-06-20 18:16:45.339302,1,1,0,1,0
10.0.135.145,guest,failed,2025-06-20 18:57:52.347914,13,2,1,0,1
10.0.248.203,test,failed,2025-06-20 18:29:37.345336,10,2,1,0,1
10.0.22.230,root,failed,2025-06-20 18:51:12.344501,10,2,1,0,1
10.0.241.120,test,failed,2025-06-20 18:53:28.341900,12,3,1,0,1
192.168.175.112,bob,success,2025-06-20 19:06:05.338478,1,1,1,1,0
10.0.180.220,guest,failed,2025-06-20 18:36:48.343887,6,4,1,0,1
192.168.159.199,admin,success,2025-06-20 18:20:01.337102,1,1,0,1,0
10.0.63.66,admin,failed,2025-06-20 18:57:01.347019,6,2,1,0,1
192.168.77.124,alice,success,2025-06-20 18:34:35.337625,1,1,0,1,0
10.0.43.112,root,failed,2025-06-20 18:36:46.342540,6,4,1,0,1
192.168.206.22,admin,success,2025-06-20 18:15:19.336853,2,2,0,1,0
192.168.27.107,admin,failed,2025-06-20 19:04:42.338867,1,1,0,0,0
10.0.84.143,guest,failed,2025-06-20 19:00:23.347142,10,2,1,0,1
10.0.29.147,test,failed,2025-06-20 18:22:07.346818,6,2,1,0,1
192.168.190.176,alice,failed,2025-06-20 18:54:02.336685,2,1,0,0,0
10.0.242.90,user,failed,2025-06-20 18:26:47.344279,5,4,1,0,1
10.0.148.190,user,success,2025-06-20 18:34:28.345313,8,3,1,1,1
192.168.10.28,admin,failed,2025-06-20 18:33:31.335655,2,1,0,0,0
192.168.43.67,bob,success,2025-06-20 18:45:12.339455,3,1,0,1,0
10.0.4.76,admin,failed,2025-06-20 18:11:21.347708,8,5,1,0,1
10.0.197.136,user,failed,2025-06-20 18:16:57.347093,8,3,1,0,1
10.0.74.1,guest,failed,2025-06-20 19:06:35.346840,12,3,0,0,1
192.168.84.97,charlie,success,2025-06-20 19:05:40.337653,3,2,0,1,0
192.168.117.13,charlie,success,2025-06-20 18:58:02.338568,1,1,0,1,0
10.0.181.181,guest,failed,2025-06-20 18:24:12.342864,12,4,1,0,1
10.0.201.209,guest,failed,2025-06-20 18:55:50.342604,15,3,1,0,1
10.0.229.69,test,failed,2025-06-20 18:57:34.345733,13,4,0,0,1
10.0.104.243,user,failed,2025-06-20 19:06:02.343162,9,4,0,0,1
10.0.109.247,guest,failed,2025-06-20 18:40:46.342778,13,3,0,0,1
10.0.115.20,test,failed,2025-06-20 18:56:08.342621,5,5,0,0,1
10.0.100.132,root,failed,2025-06-20 18:21:50.345524,13,3,1,0,1
192.168.83.172,alice,success,2025-06-20 19:08:29.336018,2,1,0,1,0
10.0.8.254,root,success,2025-06-20 18:32:56.343356,10,3,1,1,1
10.0.73.83,admin,failed,2025-06-20 18:40:30.347921,13,5,0,0,1
192.168.234.47,charlie,success,2025-06-20 18:54:36.338679,1,1,0,1,0
192.168.174.134,admin,success,2025-06-20 18:49:50.338625,2,2,0,1,0
192.168.222.119,bob,success,2025-06-20 18:13:21.335793,3,1,0,1,0
192.168.121.188,alice,success,2025-06-20 18:38:59.341247,1,1,0,1,0
10.0.231.245,user,failed,2025-06-20 18:34:44.341963,6,4,1,0,1
192.168.30.68,admin,success,2025-06-20 18:45:57.337764,1,1,0,1,0
10.0.61.77,admin,failed,2025-06-20 19:08:36.342037,9,4,1,0,1
10.0.182.46,root,failed,2025-06-20 18:38:28.346077,11,2,1,0,1
192.168.194.8,bob,success,2025-06-20 18:23:32.335810,1,1,0,1,0
10.0.37.25,admin,failed,2025-06-20 18:47:37.346015,9,2,0,0,1
192.168.26.206,admin,success,2025-06-20 19:01:55.337438,2,2,0,1,0
192.168.221.93,bob,success,2025-06-20 18:58:01.335308,1,1,0,1,0
192.168.35.124,bob,success,2025-06-20 18:43:14.340173,3,2,0,1,0
10.0.6.46,test,failed,2025-06-20 18:15:11.345271,7,2,1,0,1
192.168.152.243,bob,failed,2025-06-20 18:49:05.341241,2,2,0,0,0
192.168.238.52,admin,success,2025-06-20 18:22:06.340994,2,1,0,1,0
192.168.17.51,admin,success,2025-06-20 19:05:10.338208,3,2,0,1,0
192.168.138.176,admin,success,2025-06-20 18:49:01.338458,1,1,0,1,0
10.0.49.108,guest,failed,2025-06-20 19:02:47.344843,12,2,1,0,1
192.168.151.62,bob,success,2025-06-20 18:13:23.337162,3,2,0,1,0
192.168.224.144,alice,failed,2025-06-20 18:24:39.341445,2,2,0,0,0
10.0.229.113,admin,failed,2025-06-20 18:44:34.347853,6,3,1,0,1
10.0.90.228,admin,failed,2025-06-20 18:37:22.344169,12,4,1,0,1
10.0.153.151,admin,failed,2025-06-20 18:43:35.342750,11,2,1,0,1
192.168.230.216,charlie,success,2025-06-20 19:05:43.339927,2,1,0,1,0
10.0.120.153,admin,success,2025-06-20 18:14:29.346299,6,5,1,1,1
10.0.206.42,test,failed,2025-06-20 18:32:33.346151,13,5,0,0,1
10.0.114.183,test,failed,2025-06-20 18:34:58.345727,12,4,0,0,1
10.0.25.171,root,failed,2025-06-20 18:44:01.345558,5,2,0,0,1
10.0.125.27,test,failed,2025-06-20 18:24:10.345181,15,3,1,0,1
10.0.157.76,test,failed,2025-06-20 18:13:50.344390,13,4,0,0,1
10.0.61.90,root,success,2025-06-20 18:15:13.345856,15,4,1,1,1
192.168.181.53,admin,success,2025-06-20 18:26:16.337426,1,1,0,1,0
192.168.61.75,charlie,failed,2025-06-20 19:08:01.338153,3,1,0,0,0
192.168.113.222,admin,failed,2025-06-20 18:56:53.340350,1,1,0,0,0
10.0.146.213,user,failed,2025-06-20 18:13:24.342386,5,5,1,0,1
10.0.54.113,user,failed,2025-06-20 19:08:09.343184,8,5,0,0,1
10.0.12.58,admin,failed,2025-06-20 18:35:49.345766,12,2,0,0,1
192.168.91.27,bob,success,2025-06-20 18:20:29.336402,3,1,0,1,0
10.0.114.179,user,failed,2025-06-20 18:29:48.343900,9,5,1,0,1
192.168.244.38,alice,failed,2025-06-20 18:28:07.339921,3,1,0,0,0
192.168.156.247,alice,success,2025-06-20 19:03:01.335824,3,2,0,1,0
10.0.190.39,test,failed,2025-06-20 18:14:55.347234,9,5,1,0,1
10.0.243.85,root,success,2025-06-20 18:29:53.347625,5,3,1,1,1
192.168.204.5,admin,failed,2025-06-20 19:03:18.338249,3,1,0,0,0
10.0.16.75,user,failed,2025-06-20 19:06:28.346911,13,2,1,0,1
192.168.121.57,bob,success,2025-06-20 19:05:40.335632,1,1,0,1,0
10.0.161.6,guest,failed,2025-06-20 19:09:06.344967,9,2,1,0,1
