source_ip,user,event_type,timestamp,attempts_in_30s,unique_users_in_30s,invalid_user,success_after_fail,bruteforce
10.0.202.66,admin,failed,2025-06-20 19:29:27.392085,10,2,1,0,1
10.0.134.196,guest,failed,2025-06-20 19:08:43.407052,14,2,1,0,1
192.168.242.55,admin,success,2025-06-20 19:44:09.294086,2,1,0,1,0
192.168.167.92,charlie,success,2025-06-20 19:02:01.331599,2,1,0,1,0
10.0.203.60,root,failed,2025-06-20 19:49:21.421010,8,7,1,0,1
10.0.228.82,test,failed,2025-06-20 19:22:02.417300,9,3,1,0,1
10.0.83.111,guest,success,2025-06-20 19:11:34.389329,10,5,1,1,1
10.0.76.84,root,failed,2025-06-20 18:59:44.375388,15,2,0,0,1
192.168.66.141,admin,success,2025-06-20 19:16:33.323162,2,1,0,1,0
192.168.223.120,alice,success,2025-06-20 19:39:47.310792,1,1,0,1,0
192.168.186.252,bob,failed,2025-06-20 19:10:49.345949,1,1,0,0,0
192.168.223.216,admin,success,2025-06-20 19:03:12.299559,2,2,0,1,0
192.168.238.245,alice,success,2025-06-20 19:34:08.334257,1,1,0,1,0
192.168.38.76,admin,success,2025-06-20 19:08:57.322027,2,2,0,1,0
10.0.210.41,admin,failed,2025-06-20 19:30:55.414886,8,7,0,0,1
192.168.212.35,admin,failed,2025-06-20 19:27:01.310112,3,3,0,0,0
10.0.157.144,user,failed,2025-06-20 19:31:52.376181,8,4,0,0,1
192.168.184.83,alice,success,2025-06-20 18:59:59.305770,2,2,0,1,0
10.0.202.205,test,failed,2025-06-20 19:41:21.401535,4,4,1,0,1
10.0.158.25,test,failed,2025-06-20 19:40:50.421792,7,5,1,0,1
192.168.11.0,charlie,success,2025-06-20 19:49:02.289153,6,1,0,1,0
10.0.155.82,user,failed,2025-06-20 19:36:36.416692,6,6,1,0,1
10.0.240.171,guest,failed,2025-06-20 19:44:50.405466,9,6,1,0,1
10.0.234.112,test,success,2025-06-20 19:51:50.403049,7,6,0,1,1
192.168.234.61,charlie,failed,2025-06-20 19:49:20.322787,2,1,0,0,0
10.0.0.15,user,success,2025-06-20 19:15:03.418126,17,2,0,1,1
10.0.208.83,test,success,2025-06-20 19:34:46.431926,15,2,1,1,1
10.0.118.181,guest,failed,2025-06-20 19:47:57.394084,5,5,1,0,1
10.0.203.229,guest,failed,2025-06-20 19:38:16.395517,6,2,0,0,1
192.168.7.121,bob,success,2025-06-20 19:32:49.353126,3,2,0,1,0
192.168.174.197,bob,failed,2025-06-20 18:56:45.318256,5,1,0,0,0
10.0.171.26,root,failed,2025-06-20 19:26:17.411944,16,3,1,0,1
10.0.249.177,root,failed,2025-06-20 19:21:52.394734,9,5,1,0,1
192.168.136.163,admin,success,2025-06-20 19:42:15.344010,2,2,0,1,0
192.168.92.194,charlie,success,2025-06-20 19:03:22.325745,1,1,0,1,0
10.0.154.154,guest,failed,2025-06-20 19:00:13.393428,9,3,1,0,1
192.168.63.70,alice,success,2025-06-20 19:13:20.332578,2,1,0,1,0
10.0.169.138,test,failed,2025-06-20 19:10:03.400597,7,5,1,0,1
10.0.157.64,guest,failed,2025-06-20 19:27:23.420095,20,5,1,0,1
10.0.147.80,guest,failed,2025-06-20 19:00:44.410723,3,3,1,0,1
192.168.254.15,alice,success,2025-06-20 19:28:37.320660,1,1,0,1,0
192.168.106.38,bob,success,2025-06-20 19:35:04.341311,3,2,0,1,0
192.168.200.62,charlie,failed,2025-06-20 19:22:04.326998,5,4,0,0,0
192.168.150.51,alice,success,2025-06-20 19:46:42.359048,4,3,0,1,0
10.0.66.15,user,failed,2025-06-20 19:35:52.382466,6,6,1,0,1
10.0.106.6,guest,failed,2025-06-20 19:18:03.416843,10,3,1,0,1
192.168.237.168,charlie,success,2025-06-20 18:58:22.305342,1,1,0,1,0
192.168.93.29,bob,success,2025-06-20 19:36:49.327067,1,1,0,1,0
192.168.1.66,bob,success,2025-06-20 19:24:11.359308,2,2,0,1,0
192.168.202.201,bob,failed,2025-06-20 19:36:35.303736,1,1,0,0,0
192.168.88.169,admin,success,2025-06-20 19:06:32.348180,1,1,0,1,0
192.168.245.124,charlie,success,2025-06-20 19:08:17.338301,3,3,0,1,0
192.168.231.135,bob,success,2025-06-20 19:39:57.318116,1,1,0,1,0
10.0.102.129,test,failed,2025-06-20 19:41:17.367784,6,5,1,0,1
10.0.236.136,user,failed,2025-06-20 19:02:34.438434,6,4,1,0,1
192.168.79.101,admin,success,2025-06-20 19:32:17.313298,2,1,0,1,0
10.0.79.232,test,failed,2025-06-20 19:29:16.363217,9,5,0,0,1
10.0.36.220,guest,failed,2025-06-20 19:14:00.379348,9,4,1,0,1
192.168.106.96,admin,failed,2025-06-20 19:01:33.330821,3,3,0,0,0
192.168.229.95,alice,success,2025-06-20 19:19:27.341830,1,1,0,1,0
10.0.71.224,user,failed,2025-06-20 19:10:47.418501,5,5,1,0,1
192.168.107.94,alice,success,2025-06-20 19:44:01.357296,2,2,0,1,0
192.168.141.37,admin,success,2025-06-20 19:05:06.289566,1,1,0,1,0
10.0.188.165,root,failed,2025-06-20 19:16:18.391724,12,7,1,0,1
192.168.216.142,charlie,success,2025-06-20 19:04:14.305199,2,1,0,1,0
192.168.55.247,alice,success,2025-06-20 19:35:56.287916,1,1,0,1,0
192.168.160.183,admin,failed,2025-06-20 19:55:57.299883,4,1,0,0,0
10.0.206.6,admin,failed,2025-06-20 19:43:28.420570,3,3,1,0,1
192.168.105.179,charlie,success,2025-06-20 19:27:41.335181,1,1,0,1,0
192.168.64.191,alice,success,2025-06-20 19:20:46.310861,5,1,0,1,0
10.0.45.40,root,failed,2025-06-20 19:00:05.387894,13,4,0,0,1
192.168.126.68,charlie,success,2025-06-20 19:52:56.331169,4,1,0,1,0
10.0.158.225,test,failed,2025-06-20 19:46:37.390519,11,2,1,0,1
10.0.143.13,test,failed,2025-06-20 19:54:25.421502,13,2,1,0,1
10.0.65.41,root,failed,2025-06-20 19:15:19.384603,11,2,1,0,1
10.0.123.143,admin,failed,2025-06-20 19:29:42.369710,8,2,1,0,1
10.0.107.161,guest,failed,2025-06-20 19:35:25.362075,3,3,0,0,1
10.0.145.137,test,failed,2025-06-20 19:19:09.385465,9,2,1,0,1
192.168.239.235,alice,failed,2025-06-20 19:53:29.318571,2,1,0,0,0
10.0.215.189,root,failed,2025-06-20 19:43:33.402685,15,2,1,0,1
10.0.192.254,user,failed,2025-06-20 19:48:59.383111,7,3,1,0,1
192.168.243.124,charlie,success,2025-06-20 19:36:07.330964,3,2,0,1,0
10.0.241.174,admin,success,2025-06-20 19:13:45.435301,9,6,0,1,1
10.0.2.15,test,failed,2025-06-20 19:47:43.436636,19,4,1,0,1
10.0.143.237,root,failed,2025-06-20 18:59:06.371214,8,6,1,0,1
192.168.134.204,admin,success,2025-06-20 19:29:03.360570,2,1,0,1,0
192.168.100.253,charlie,success,2025-06-20 19:36:55.316263,3,1,0,1,0
10.0.196.250,test,failed,2025-06-20 19:18:16.399209,16,4,1,0,1
192.168.66.98,bob,success,2025-06-20 19:26:53.319302,1,1,0,1,0
192.168.121.180,admin,failed,2025-06-20 19:22:45.299403,3,2,0,0,0
10.0.205.113,test,failed,2025-06-20 19:07:34.393729,14,8,1,0,1
192.168.6.217,charlie,failed,2025-06-20 19:10:25.332647,4,2,0,0,0
10.0.185.127,test,failed,2025-06-20 19:48:36.397895,4,3,1,0,1
192.168.29.68,charlie,success,2025-06-20 19:33:24.329972,1,1,0,1,0
192.168.88.100,bob,success,2025-06-20 19:27:36.360641,1,1,0,1,0
10.0.101.37,user,success,2025-06-20 19:21:38.393508,16,2,1,1,1
192.168.227.96,bob,failed,2025-06-20 19:46:22.339390,2,1,0,0,0
10.0.145.203,test,failed,2025-06-20 19:26:04.380628,10,5,1,0,1
192.168.75.56,admin,success,2025-06-20 19:43:37.295516,1,1,0,1,0
10.0.197.160,admin,failed,2025-06-20 19:15:16.387731,9,3,0,0,1
192.168.7.23,bob,success,2025-06-20 19:12:16.284010,5,1,0,1,0
10.0.196.223,root,failed,2025-06-20 19:52:31.377995,4,2,1,0,1
10.0.39.250,test,failed,2025-06-20 19:35:11.427675,5,5,1,0,1
10.0.72.165,admin,failed,2025-06-20 19:04:37.407962,10,5,0,0,1
192.168.48.73,charlie,success,2025-06-20 19:55:15.311360,1,1,0,1,0
10.0.172.31,test,failed,2025-06-20 19:51:53.419118,4,4,0,0,1
10.0.118.37,admin,failed,2025-06-20 19:06:40.401017,9,3,1,0,1
192.168.120.194,charlie,success,2025-06-20 19:10:16.323018,2,1,0,1,0
192.168.107.116,charlie,success,2025-06-20 19:07:08.305682,2,2,0,1,0
192.168.106.158,alice,failed,2025-06-20 19:30:23.314092,2,1,0,0,0
192.168.222.95,alice,success,2025-06-20 19:31:34.342294,4,4,0,1,0
10.0.26.24,root,failed,2025-06-20 19:56:23.362591,4,4,1,0,1
192.168.103.175,charlie,success,2025-06-20 19:43:31.319549,2,1,0,1,0
192.168.56.101,alice,success,2025-06-20 18:56:55.306140,1,1,0,1,0
192.168.62.116,bob,failed,2025-06-20 19:22:35.298821,3,1,0,0,0
192.168.128.192,alice,success,2025-06-20 19:02:45.357158,1,1,0,1,0
192.168.11.186,charlie,success,2025-06-20 19:27:40.304015,2,2,0,1,0
192.168.248.144,alice,success,2025-06-20 19:56:22.356571,5,4,0,1,0
192.168.180.92,alice,success,2025-06-20 19:34:54.320064,3,3,0,1,0
192.168.200.214,admin,failed,2025-06-20 18:57:30.331380,1,1,0,0,0
192.168.167.80,alice,failed,2025-06-20 19:44:29.348038,1,1,0,0,0
10.0.47.108,guest,failed,2025-06-20 18:56:54.381626,9,2,1,0,1
10.0.10.129,root,failed,2025-06-20 19:07:48.412099,6,3,1,0,1
192.168.84.58,admin,success,2025-06-20 19:35:17.323232,2,2,0,1,0
192.168.168.61,charlie,failed,2025-06-20 19:32:49.337377,1,1,0,0,0
192.168.173.139,admin,success,2025-06-20 19:23:20.317740,1,1,0,1,0
192.168.83.30,alice,success,2025-06-20 19:30:21.306285,3,1,0,1,0
10.0.16.77,root,failed,2025-06-20 19:47:54.396293,9,2,1,0,1
10.0.97.167,root,failed,2025-06-20 19:19:30.423918,6,6,0,0,1
10.0.131.49,admin,failed,2025-06-20 19:48:36.395086,14,2,1,0,1
192.168.166.224,bob,success,2025-06-20 19:25:45.304472,1,1,0,1,0
192.168.53.176,admin,success,2025-06-20 19:18:02.317583,3,3,0,1,0
10.0.191.149,root,failed,2025-06-20 19:27:27.389983,10,4,0,0,1
10.0.134.26,user,failed,2025-06-20 19:20:23.384105,7,2,1,0,1
192.168.78.200,admin,success,2025-06-20 19:28:32.340103,4,1,0,1,0
192.168.200.114,bob,failed,2025-06-20 19:32:51.309225,1,1,0,0,0
192.168.207.84,alice,success,2025-06-20 19:29:16.356178,1,1,0,1,0
192.168.33.194,charlie,success,2025-06-20 19:31:33.314545,2,2,0,1,0
10.0.120.188,user,failed,2025-06-20 19:53:49.403196,10,7,1,0,1
192.168.146.59,alice,success,2025-06-20 19:08:21.318480,3,1,0,1,0
10.0.172.141,admin,failed,2025-06-20 18:58:35.428170,4,2,1,0,1
192.168.82.154,bob,failed,2025-06-20 19:29:06.326858,1,1,0,0,0
192.168.5.221,alice,success,2025-06-20 19:28:45.343120,4,2,0,1,0
192.168.76.216,bob,success,2025-06-20 19:53:47.344081,2,2,0,1,0
10.0.158.92,guest,failed,2025-06-20 19:31:02.387662,16,2,1,0,1
192.168.122.134,admin,success,2025-06-20 19:17:49.317139,2,2,0,1,0
10.0.7.20,user,failed,2025-06-20 19:53:06.407349,11,2,1,0,1
192.168.176.75,bob,success,2025-06-20 19:08:31.338445,2,2,0,1,0
10.0.220.239,root,failed,2025-06-20 19:19:36.416769,8,4,1,0,1
192.168.26.75,admin,success,2025-06-20 19:02:15.327983,2,2,0,1,0
192.168.96.98,bob,success,2025-06-20 19:03:48.356951,2,1,0,1,0
10.0.109.192,test,failed,2025-06-20 19:44:03.390333,9,4,1,0,1
10.0.89.23,admin,failed,2025-06-20 19:55:40.406829,7,2,1,0,1
10.0.73.147,user,success,2025-06-20 19:39:47.434050,7,2,1,1,1
10.0.131.58,user,failed,2025-06-20 19:04:06.397010,13,3,0,0,1
192.168.213.39,admin,success,2025-06-20 19:45:19.298680,1,1,1,1,0
10.0.220.200,user,failed,2025-06-20 19:01:51.434120,6,3,0,0,1
10.0.116.211,root,failed,2025-06-20 19:56:19.373627,4,4,1,0,1
192.168.132.166,admin,success,2025-06-20 19:15:23.297788,2,2,0,1,0
192.168.154.121,bob,success,2025-06-20 19:00:37.307789,2,1,0,1,0
192.168.67.171,admin,success,2025-06-20 19:32:25.328902,3,1,0,1,0
10.0.69.175,test,failed,2025-06-20 19:02:56.395230,7,3,1,0,1
10.0.52.59,test,failed,2025-06-20 19:41:25.428372,11,3,1,0,1
10.0.29.42,admin,failed,2025-06-20 19:46:50.410188,12,2,1,0,1
192.168.206.3,alice,success,2025-06-20 18:58:07.350341,3,1,0,1,0
192.168.242.54,bob,failed,2025-06-20 19:48:34.306213,1,1,1,0,0
10.0.243.198,guest,failed,2025-06-20 19:13:35.401983,15,6,1,0,1
10.0.48.218,root,failed,2025-06-20 19:08:51.364072,8,5,0,0,1
10.0.157.246,test,failed,2025-06-20 19:08:47.417147,6,2,1,0,1
192.168.57.88,charlie,success,2025-06-20 19:54:08.313740,3,2,0,1,0
10.0.91.173,admin,failed,2025-06-20 19:08:19.411568,11,2,1,0,1
192.168.209.133,admin,success,2025-06-20 19:32:57.340533,2,2,0,1,0
192.168.124.146,admin,success,2025-06-20 18:58:57.341557,3,3,0,1,0
192.168.115.70,bob,failed,2025-06-20 19:48:21.344947,3,2,0,0,0
192.168.92.27,alice,success,2025-06-20 18:56:45.325631,5,2,0,1,0
192.168.11.90,charlie,success,2025-06-20 19:51:56.311000,4,2,0,1,0
192.168.182.74,charlie,success,2025-06-20 19:42:18.350057,1,1,0,1,0
10.0.29.151,guest,failed,2025-06-20 19:28:00.380124,15,7,0,0,1
10.0.202.62,root,failed,2025-06-20 18:59:16.365349,4,4,0,0,1
10.0.163.189,admin,failed,2025-06-20 19:30:46.432907,15,8,1,0,1
192.168.69.253,bob,success,2025-06-20 19:43:08.285186,4,1,0,1,0
192.168.241.229,alice,success,2025-06-20 19:19:28.339465,1,1,0,1,0
192.168.145.93,charlie,success,2025-06-20 19:25:38.354077,2,1,0,1,0
10.0.238.124,user,failed,2025-06-20 19:48:04.436840,16,4,1,0,1
10.0.182.248,admin,failed,2025-06-20 19:54:13.403735,8,7,1,0,1
192.168.118.114,charlie,success,2025-06-20 19:49:17.354349,4,2,0,1,0
192.168.55.193,alice,success,2025-06-20 19:05:57.321580,4,3,0,1,0
10.0.202.252,root,failed,2025-06-20 19:03:00.436704,5,5,1,0,1
192.168.17.60,charlie,success,2025-06-20 19:11:55.299956,1,1,0,1,0
10.0.236.172,user,failed,2025-06-20 19:28:47.376933,12,5,1,0,1
10.0.238.248,root,success,2025-06-20 19:00:28.365608,12,4,0,1,1
10.0.136.22,admin,failed,2025-06-20 19:09:58.371138,10,5,1,0,1
10.0.233.146,root,failed,2025-06-20 19:24:55.389398,11,3,0,0,1
192.168.41.15,bob,success,2025-06-20 19:51:57.361502,1,1,0,1,0
192.168.66.81,alice,failed,2025-06-20 19:02:20.340997,1,1,0,0,0
10.0.118.94,admin,failed,2025-06-20 19:26:44.419262,7,2,1,0,1
10.0.4.107,root,failed,2025-06-20 18:57:23.431632,3,2,1,0,1
10.0.206.189,user,failed,2025-06-20 19:10:24.423302,9,5,1,0,1
192.168.152.35,admin,failed,2025-06-20 19:25:16.329325,3,1,0,0,0
192.168.167.251,alice,success,2025-06-20 19:00:32.287237,1,1,0,1,0
192.168.33.97,bob,success,2025-06-20 19:30:33.306355,2,1,1,1,0
10.0.93.227,guest,success,2025-06-20 19:13:27.368600,6,5,1,1,1
192.168.170.135,charlie,success,2025-06-20 19:47:57.292366,1,1,0,1,0
10.0.241.180,test,failed,2025-06-20 19:35:35.378707,3,3,0,0,1
10.0.12.239,test,failed,2025-06-20 19:15:45.415477,11,6,1,0,1
10.0.36.225,admin,failed,2025-06-20 19:50:39.424131,8,3,0,0,1
192.168.38.59,admin,success,2025-06-20 19:43:46.292882,1,1,0,1,0
10.0.83.242,guest,failed,2025-06-20 19:05:13.407586,14,4,1,0,1
192.168.27.235,alice,failed,2025-06-20 19:32:11.324034,3,1,0,0,0
10.0.109.86,test,failed,2025-06-20 19:42:56.436908,8,6,1,0,1
192.168.115.161,admin,success,2025-06-20 19:25:57.352707,1,1,0,1,0
192.168.119.77,admin,success,2025-06-20 19:36:18.343412,3,1,0,1,0
192.168.244.252,alice,success,2025-06-20 18:57:32.332995,1,1,0,1,0
10.0.12.172,user,failed,2025-06-20 19:26:49.369350,9,5,1,0,1
10.0.240.52,admin,failed,2025-06-20 19:02:39.433775,9,3,1,0,1
192.168.68.224,alice,failed,2025-06-20 19:21:50.347454,4,4,0,0,0
10.0.38.12,guest,failed,2025-06-20 18:57:54.364280,16,2,1,0,1
192.168.93.230,alice,success,2025-06-20 19:20:49.289666,1,1,0,1,0
10.0.177.236,guest,failed,2025-06-20 19:47:33.382396,9,2,0,0,1
10.0.108.141,user,failed,2025-06-20 19:22:39.381552,10,4,0,0,1
10.0.127.136,user,failed,2025-06-20 18:57:31.386047,13,3,1,0,1
10.0.72.95,user,failed,2025-06-20 19:24:31.395370,6,6,1,0,1
192.168.119.136,charlie,failed,2025-06-20 19:17:27.322861,1,1,0,0,0
10.0.209.99,admin,failed,2025-06-20 19:32:10.366534,7,5,0,0,1
192.168.175.236,charlie,failed,2025-06-20 19:33:28.324672,1,1,0,0,0
10.0.20.249,user,success,2025-06-20 19:35:09.379135,10,7,1,1,1
10.0.150.201,guest,failed,2025-06-20 19:48:07.426854,4,4,1,0,1
10.0.89.109,user,failed,2025-06-20 19:41:20.437588,14,2,1,0,1
10.0.17.25,guest,failed,2025-06-20 19:48:30.396658,14,7,1,0,1
10.0.207.168,test,failed,2025-06-20 19:19:35.427321,3,3,0,0,1
10.0.192.42,guest,failed,2025-06-20 19:18:25.395159,11,4,0,0,1
192.168.247.207,admin,failed,2025-06-20 19:53:24.309319,1,1,0,0,0
192.168.8.200,bob,success,2025-06-20 19:38:23.358835,2,1,0,1,0
192.168.80.107,bob,success,2025-06-20 19:24:35.316906,1,1,0,1,0
10.0.76.178,user,failed,2025-06-20 19:03:41.385763,15,2,0,0,1
10.0.215.160,guest,failed,2025-06-20 19:09:25.410040,9,4,1,0,1
192.168.105.93,bob,success,2025-06-20 19:26:43.309151,3,1,1,1,0
192.168.16.162,admin,success,2025-06-20 19:44:15.302617,2,2,0,1,0
10.0.72.210,test,failed,2025-06-20 19:49:51.426442,8,4,1,0,1
192.168.178.141,charlie,success,2025-06-20 19:41:29.339704,2,2,0,1,0
10.0.5.195,user,failed,2025-06-20 19:25:34.434330,3,3,0,0,1
10.0.33.91,test,failed,2025-06-20 19:12:43.389758,12,3,0,0,1
10.0.119.126,test,failed,2025-06-20 19:31:42.420316,9,6,1,0,1
192.168.136.32,charlie,failed,2025-06-20 18:59:30.296013,1,1,0,0,0
10.0.125.136,test,failed,2025-06-20 19:44:09.402352,14,2,1,0,1
10.0.178.170,admin,failed,2025-06-20 19:14:14.435233,18,3,1,0,1
192.168.40.92,alice,failed,2025-06-20 19:41:31.356106,1,1,0,0,0
192.168.240.205,admin,success,2025-06-20 19:50:18.357365,3,2,0,1,0
192.168.193.106,alice,failed,2025-06-20 19:39:37.349391,4,1,0,0,0
192.168.199.117,admin,success,2025-06-20 19:33:55.329895,1,1,0,1,0
192.168.157.226,bob,success,2025-06-20 19:27:05.328627,1,1,0,1,0
10.0.45.180,guest,failed,2025-06-20 19:36:51.378995,11,4,0,0,1
10.0.72.53,user,success,2025-06-20 19:13:33.387965,12,3,0,1,1
10.0.42.112,admin,failed,2025-06-20 19:36:07.386976,11,6,1,0,1
10.0.137.101,root,failed,2025-06-20 19:34:28.373696,8,4,1,0,1
10.0.10.210,test,failed,2025-06-20 19:53:22.394224,14,5,1,0,1
192.168.236.225,charlie,success,2025-06-20 19:55:23.307335,3,1,0,1,0
10.0.41.180,user,failed,2025-06-20 19:26:11.406616,9,3,1,0,1
10.0.81.251,guest,failed,2025-06-20 19:50:13.365754,12,6,1,0,1
192.168.232.33,charlie,success,2025-06-20 19:07:15.331528,2,1,0,1,0
192.168.55.114,admin,failed,2025-06-20 19:55:36.356641,5,1,0,0,0
10.0.182.141,root,failed,2025-06-20 19:24:53.395595,11,4,1,0,1
10.0.45.201,admin,failed,2025-06-20 19:53:56.409102,15,4,1,0,1
10.0.232.63,test,failed,2025-06-20 19:36:11.405043,13,2,1,0,1
10.0.87.107,test,failed,2025-06-20 19:50:02.364502,10,3,1,0,1
10.0.138.89,guest,failed,2025-06-20 19:18:08.378638,8,3,0,0,1
192.168.92.205,charlie,success,2025-06-20 19:25:28.347238,1,1,0,1,0
192.168.141.27,bob,success,2025-06-20 19:40:28.354448,5,3,0,1,0
10.0.165.93,test,failed,2025-06-20 19:52:19.412326,4,4,1,0,1
10.0.175.85,test,failed,2025-06-20 19:23:26.376794,3,2,0,0,1
192.168.206.143,bob,success,2025-06-20 19:42:48.344221,3,1,0,1,0
192.168.166.42,admin,failed,2025-06-20 19:20:22.332288,1,1,1,0,0
10.0.203.22,test,failed,2025-06-20 19:53:13.437908,6,4,1,0,1
10.0.202.8,test,failed,2025-06-20 19:55:32.403123,12,4,1,0,1
10.0.249.129,test,failed,2025-06-20 19:40:35.392791,10,4,1,0,1
10.0.133.247,user,failed,2025-06-20 19:24:39.362360,13,5,0,0,1
192.168.55.129,admin,success,2025-06-20 19:21:52.323751,2,2,0,1,0
10.0.18.146,test,success,2025-06-20 19:49:27.385037,4,2,0,1,1
192.168.103.181,admin,success,2025-06-20 19:16:09.306602,4,3,0,1,0
10.0.34.192,root,failed,2025-06-20 19:16:32.425296,9,2,1,0,1
192.168.31.34,alice,success,2025-06-20 19:27:15.312784,4,1,0,1,0
10.0.102.128,user,failed,2025-06-20 19:49:13.369641,10,2,0,0,1
192.168.253.32,bob,success,2025-06-20 19:01:05.303435,3,2,0,1,0
192.168.184.178,admin,success,2025-06-20 19:18:10.328196,1,1,0,1,0
10.0.108.175,user,success,2025-06-20 19:48:28.427420,3,3,1,1,1
10.0.248.2,guest,failed,2025-06-20 19:36:26.422597,7,4,1,0,1
192.168.252.150,charlie,failed,2025-06-20 19:40:01.300856,4,2,0,0,0
10.0.223.180,user,success,2025-06-20 19:09:01.390077,10,4,1,1,1
10.0.231.207,root,failed,2025-06-20 19:32:54.402831,12,3,1,0,1
192.168.171.165,charlie,success,2025-06-20 19:27:36.288418,2,1,0,1,0
192.168.85.206,admin,success,2025-06-20 19:14:58.333846,1,1,0,1,0
10.0.212.109,test,failed,2025-06-20 19:43:37.435587,17,3,1,0,1
10.0.253.194,admin,failed,2025-06-20 19:55:28.426669,18,5,1,0,1
10.0.177.177,user,failed,2025-06-20 19:37:20.422889,16,5,1,0,1
192.168.202.126,alice,success,2025-06-20 19:21:02.313140,1,1,0,1,0
192.168.54.230,admin,success,2025-06-20 19:14:54.324600,3,1,1,1,0
10.0.231.36,user,failed,2025-06-20 19:53:03.373973,6,6,1,0,1
10.0.3.87,root,failed,2025-06-20 19:17:13.370406,11,2,1,0,1
10.0.165.175,admin,failed,2025-06-20 19:30:12.408495,16,2,0,0,1
10.0.115.212,test,failed,2025-06-20 19:11:09.377645,8,3,0,0,1
10.0.34.128,guest,failed,2025-06-20 19:28:24.372894,3,3,1,0,1
10.0.123.159,admin,failed,2025-06-20 19:43:51.370630,3,3,1,0,1
10.0.171.94,admin,failed,2025-06-20 19:34:35.405685,10,2,1,0,1
192.168.83.86,admin,success,2025-06-20 19:15:23.293742,1,1,0,1,0
10.0.201.87,guest,failed,2025-06-20 19:43:47.379986,12,7,0,0,1
10.0.252.223,user,failed,2025-06-20 19:07:52.438009,18,4,1,0,1
192.168.153.200,charlie,success,2025-06-20 19:55:21.326051,1,1,0,1,0
192.168.7.162,charlie,success,2025-06-20 19:49:53.325213,4,1,0,1,0
192.168.251.215,charlie,success,2025-06-20 18:58:17.290633,5,1,0,1,0
192.168.94.59,alice,success,2025-06-20 19:42:02.355320,1,1,0,1,0
10.0.8.169,test,success,2025-06-20 19:55:08.362939,8,3,1,1,1
192.168.220.183,charlie,success,2025-06-20 19:46:31.314438,1,1,0,1,0
10.0.105.225,guest,failed,2025-06-20 19:26:14.363718,10,2,1,0,1
10.0.251.197,admin,failed,2025-06-20 19:26:01.413006,8,5,0,0,1
192.168.230.147,bob,success,2025-06-20 19:13:47.290927,2,1,0,1,0
10.0.222.52,test,failed,2025-06-20 19:07:07.412173,13,3,1,0,1
192.168.146.106,bob,success,2025-06-20 19:41:45.310652,4,1,0,1,0
192.168.26.23,admin,success,2025-06-20 19:03:00.284411,3,1,0,1,0
192.168.94.210,admin,success,2025-06-20 19:30:52.342591,4,3,0,1,0
10.0.112.104,test,failed,2025-06-20 19:55:18.402279,3,3,1,0,1
192.168.10.56,admin,success,2025-06-20 19:12:13.355233,4,1,0,1,0
192.168.205.130,admin,success,2025-06-20 19:29:37.352098,4,3,0,1,0
192.168.65.209,alice,success,2025-06-20 19:47:18.320507,1,1,0,1,0
192.168.234.227,alice,success,2025-06-20 19:32:10.323526,4,1,0,1,0
10.0.46.213,test,failed,2025-06-20 19:22:18.396941,14,2,0,0,1
192.168.112.17,admin,success,2025-06-20 19:26:35.307405,2,1,0,1,0
192.168.92.27,bob,success,2025-06-20 19:25:29.357802,2,2,0,1,0
10.0.115.158,user,success,2025-06-20 19:31:33.437253,9,3,1,1,1
10.0.13.227,user,failed,2025-06-20 19:06:17.388570,8,4,0,0,1
10.0.225.249,user,success,2025-06-20 19:24:28.372460,4,2,0,1,1
192.168.66.243,alice,success,2025-06-20 19:01:27.339295,1,1,0,1,0
10.0.162.117,user,failed,2025-06-20 19:41:56.415863,10,4,1,0,1
10.0.160.129,test,failed,2025-06-20 19:04:51.413977,12,2,0,0,1
10.0.10.131,test,failed,2025-06-20 19:28:02.408413,11,2,1,0,1
10.0.237.110,test,failed,2025-06-20 19:56:15.406215,9,2,0,0,1
10.0.216.105,test,success,2025-06-20 19:52:37.401160,3,2,1,1,1
10.0.133.243,root,failed,2025-06-20 19:16:24.391580,10,3,1,0,1
10.0.197.118,admin,failed,2025-06-20 19:28:45.410114,3,3,0,0,1
192.168.152.137,alice,success,2025-06-20 19:39:32.310482,1,1,0,1,0
192.168.253.155,charlie,failed,2025-06-20 19:24:47.319818,3,3,0,0,0
192.168.104.252,admin,success,2025-06-20 19:06:10.344723,3,2,0,1,0
10.0.216.95,user,failed,2025-06-20 19:48:34.367922,12,3,0,0,1
10.0.187.223,guest,failed,2025-06-20 19:17:35.377921,11,4,1,0,1
10.0.208.64,test,failed,2025-06-20 19:13:47.408946,14,5,1,0,1
192.168.132.92,admin,success,2025-06-20 19:39:05.298284,1,1,0,1,0
10.0.238.9,user,failed,2025-06-20 19:14:35.385187,13,2,1,0,1
192.168.204.216,alice,success,2025-06-20 19:16:31.339207,4,1,0,1,0
192.168.242.170,charlie,success,2025-06-20 19:38:56.291152,4,1,0,1,0
10.0.70.51,root,failed,2025-06-20 19:06:08.429090,13,5,0,0,1
10.0.183.120,admin,failed,2025-06-20 19:06:57.434615,7,2,1,0,1
192.168.45.254,admin,success,2025-06-20 19:32:30.320981,3,3,0,1,0
10.0.45.215,test,failed,2025-06-20 19:03:18.423841,9,2,1,0,1
192.168.17.152,alice,failed,2025-06-20 19:42:29.288128,1,1,0,0,0
10.0.202.119,admin,failed,2025-06-20 19:16:26.398458,13,3,1,0,1
